unit_id,ori_dg,tf_dg,preferred_orientation,preferred_temporal_frequency,osi_dg,dsi_dg,cv_os_dg,cv_ds_dg,peak_dff_dg
1664,1,1,45.0,2.0,0.02859960552268245,0.0,0.014208721215090675,0.657218493697107,13.906666666666666
1665,1,4,45.0,15.0,0.03733333333333331,0.0,0.01975158606666338,0.6593311061052552,5.1866666666666665
1666,0,1,0.0,2.0,0.0736842105263158,0.0,0.04043037700313196,0.6438676646926174,2.04
1667,2,2,90.0,4.0,0.04515173945225764,0.0,0.029322819019843144,0.6551901883425847,9.413333333333334
1668,0,3,0.0,8.0,0.001303780964797944,0.0,0.008756484090265543,0.6556186717997248,10.24
1669,0,2,0.0,4.0,0.005181347150259015,0.0,0.013856031286936372,0.6566573777517546,2.5866666666666664
1670,0,2,0.0,4.0,0.01816443594646269,0.0,0.01085089572875068,0.6524870368314041,14.2
1671,0,2,0.0,4.0,0.16272189349112426,0.0,0.10824868857054244,0.6578214672440662,5.24
1672,3,3,135.0,8.0,0.03564286554522997,0.0,0.018438244486697293,0.6498711412717937,58.693333333333335
1673,0,1,0.0,2.0,0.05976095617529886,0.0,0.0526847272567506,0.658781614720528,5.32
1674,0,1,0.0,2.0,0.029288702928870324,0.0,0.022667265651233472,0.6447076108901452,4.92
